FoodId,FoodDescription
1183,"Pork, forequarter, separable fat, BBQ'd, no added fat"
1184,"Pork, leg roast, untrimmed, baked, no added fat"
1185,"Pork, leg roast, untrimmed, raw"
1186,"Pork, leg steak (round, rump, topside, silverside), lean, fried, no added fat"
1187,"Pork, leg steak (round, rump, topside, silverside), lean, raw"
1188,"Pork, leg steak (round, rump, topside, silverside), untrimmed, fried, no added fat"
1189,"Pork, leg steak (round, rump, topside, silverside), untrimmed, raw"
1190,"Pork, leg steak (rump), separable fat, fried, no added fat"
1191,"Pork, leg steak (rump), separable fat, raw"
1192,"Pork, loin chop, lean, BBQ'd, no added fat"
1193,"Pork, loin chop, lean, raw"
1194,"Pork, loin chop, semi-trimmed, BBQ'd, no added fat"
1195,"Pork, loin chop, semi-trimmed, raw"
1196,"Pork, loin chop, separable fat, BBQ'd, no added fat"
1197,"Pork, loin chop, separable fat, raw"
1198,"Pork, loin chop, untrimmed, BBQ'd, no added fat"
1199,"Pork, loin chop, untrimmed, raw"
1200,"Pork, loin cutlet, untrimmed, fried, no added fat"
1201,"Pork, loin cutlet, untrimmed, raw"
1202,"Pork, loin roast, lean, baked, no added fat"
1203,"Pork, loin roast, lean, raw"
1204,"Pork, loin roast, separable fat, baked, no added fat"
1205,"Pork, loin roast, separable fat, raw"
1206,"Pork, loin roast, untrimmed, baked, no added fat"
1207,"Pork, loin roast, untrimmed, raw"
1208,"Pork, medallion or loin steak, lean, fried, no added fat"
1209,"Pork, medallion or loin steak, lean, raw"
1210,"Pork, medallion or loin steak, separable fat, fried, no added fat"
1211,"Pork, medallion or loin steak, separable fat, raw"
1212,"Pork, medallion or loin steak, untrimmed, fried, no added fat"
1213,"Pork, medallion or loin steak, untrimmed, raw"
1214,"Pork, mince, as purchased, fried, no added fat"
1215,"Pork, mince, untrimmed, raw"
1216,"Pork, round mini roast, lean, baked, no added fat"
1217,"Pork, round mini roast, lean, raw"
1218,"Pork, round mini roast, separable fat, baked, no added fat"
1219,"Pork, round mini roast, separable fat, raw"
1220,"Pork, round mini roast, untrimmed, baked, no added fat"
1221,"Pork, round mini roast, untrimmed, raw"
1222,"Pork, round steak, lean, fried, no added fat"
1223,"Pork, round steak, lean, raw"
1224,"Pork, rump steak, lean, fried, no added fat"
1225,"Pork, rump steak, lean, raw"
1226,"Pork, rump steak, untrimmed, fried, no added fat"
1227,"Pork, rump steak, untrimmed, raw"
1228,"Pork, scotch roast, lean, baked, no added fat"
1229,"Pork, scotch roast, lean, raw"
1230,"Pork, scotch roast, separable fat, baked, no added fat"
1231,"Pork, scotch roast, separable fat, raw"
1232,"Pork, scotch roast, untrimmed, baked, no added fat"
1233,"Pork, scotch roast, untrimmed, raw"
1234,"Pork, silverside steak, lean, fried, no added fat"
1235,"Pork, silverside steak, lean, raw"
1236,"Pork, silverside steak, untrimmed, raw"
1237,"Pork, spare ribs, untrimmed, baked, no added fat"
1238,"Pork, spare ribs, untrimmed, raw"
1239,"Pork, strips, untrimmed, fried, no added fat"
1240,"Pork, strips, untrimmed, raw"
1241,"Pork, topside steak, lean, fried, no added fat"
1242,"Pork, topside steak, lean, raw"
1243,"Pork, topside steak, untrimmed, fried, no added fat"
1245,"Porridge, rolled oats mixed with sugar or honey & other flavours, prepared with cows milk"
1246,"Porridge, rolled oats, prepared with regular fat cows milk"
1247,"Porridge, rolled oats, prepared with water"
1249,"Potato crisps or chips, flavoured (other than salt & vinegar)"
1250,"Potato crisps or chips, plain, salted"
1251,"Potato crisps or chips, reformed, salted"
1252,"Potato crisps or chips, salt & vinegar flavoured"
1253,"Potato straws, French fries, plain"
1254,"Potato, chips, regular, fast food outlet, deep fried, blended oil, salted"
1255,"Potato, chips, regular, fast food outlet, deep fried, monounsaturated oil, salted"
1256,"Potato, chips, regular, independent takeaway outlet, deep fried, blended oil, salted"
1257,"Potato, chips, regular, purchased frozen, baked, no added fat"
1258,"Potato, coliban, peeled, baked, no added fat"
1259,"Potato, coliban, peeled, boiled, drained"
1260,"Potato, coliban, peeled, raw"
1261,"Potato, desiree, peeled, baked, no added fat"
1262,"Potato, desiree, peeled, boiled, drained"
1263,"Potato, desiree, peeled, raw"
1264,"Potato, fries, fast food outlet, deep fried, monounsaturated oil, salted"
1265,"Potato, fries, independent takeaway outlet, deep fried, blended oil, salted"
1266,"Potato, new, peeled, baked, no added fat"
1267,"Potato, new, peeled, boiled, drained"
1268,"Potato, new, peeled, raw"
1269,"Potato, pale skin, peeled, baked, no added fat"
1270,"Potato, pale skin, peeled, boiled, drained"
1271,"Potato, pale skin, peeled, raw"
1272,"Potato, pontiac, peeled, baked, no added fat"
1273,"Potato, pontiac, peeled, boiled, drained"
1274,"Potato, pontiac, peeled, raw"
1275,"Potato, red skin, peeled, baked, no added fat"
1276,"Potato, red skin, peeled, boiled, drained"
1277,"Potato, red skin, peeled, raw"
1278,"Potato, sebago, peeled, baked, no added fat"
1279,"Potato, sebago, peeled, boiled, drained"
1280,"Potato, sebago, peeled, raw"
1281,"Prawn, banana, aquacultured, purchased cooked"
1282,"Prawn, banana, wild, flesh, raw"
1283,"Prawn, black tiger, aquacultured, purchased cooked"
1284,"Prawn, brown tiger, wild, flesh, raw"
1285,"Prawn, endeavour, wild, flesh, raw"
1286,"Prawn, flesh, cooked from raw, no added fat"
1287,"Prawn, flesh, raw (green)"
1288,"Prawn, school, wild, flesh, raw"
1289,"Prawn, Western king, wild, flesh, raw"
1290,"Prickly pear, peeled, raw"
1291,Prosciutto
1292,"Protein powder, whey based, protein >70%, unfortified"
1293,"Protein powder, whey based, protein >70%, unfortified, prepared with water"
1294,Prune (dried plum)
1295,"Psyllium, uncooked"
1296,"Pudding, chocolate, homemade"
1297,"Pudding, plum, steamed or boiled, homemade"
1298,"Pudding, sticky date, homemade"
1299,"Pumpkin, butternut, peeled, fresh, baked, no added fat"
1300,"Pumpkin, butternut, peeled, fresh, boiled, drained"
1301,"Pumpkin, butternut, peeled, fresh, raw"
1302,"Pumpkin, golden nugget, peeled, fresh, baked, no added fat"
1303,"Pumpkin, golden nugget, peeled, fresh, boiled, drained"
1304,"Pumpkin, golden nugget, peeled, fresh, raw"
1305,"Pumpkin, jarrahdale, peeled, fresh, baked, no added fat"
1306,"Pumpkin, jarrahdale, peeled, fresh, boiled, drained"
1307,"Pumpkin, jarrahdale, peeled, fresh, raw"
1308,"Pumpkin, peeled, fresh, baked, no added fat"
1309,"Pumpkin, peeled, fresh, boiled, drained"
1310,"Pumpkin, peeled, fresh, raw"
1311,"Pumpkin, Queensland blue, peeled, fresh, baked, no added fat"
1312,"Pumpkin, Queensland blue, peeled, fresh, boiled, drained"
1313,"Pumpkin, Queensland blue, peeled, fresh, raw"
1314,"Quail, lean flesh & skin, baked, no added fat"
1315,"Quail, lean flesh & skin, raw"
1316,"Quandong, fruit, flesh"
1317,"Quince, peeled, raw"
1318,"Quinoa, black, uncooked"
1319,"Quinoa, cooked in water, no added salt"
1320,"Quinoa, red, uncooked"
1321,"Quinoa, uncooked"
1322,"Quinoa, white, uncooked"
1323,"Rabbit, farmed, whole, raw"
1324,"Rabbit, flesh, casseroled, no added fat"
1325,"Radish, red skinned, unpeeled, raw"
1326,"Radish, white skinned, peeled, raw"
1327,Raisin
1328,"Rambutan, raw"
1329,"Raspberry, canned in syrup"
1330,"Raspberry, canned in syrup, drained"
1331,"Raspberry, canned in syrup, syrup only"
1332,"Raspberry, purchased frozen"
1333,"Raspberry, raw"
1334,"Rhubarb, stalk, raw"
1335,"Rice beverage, fluid, added calcium"
1336,"Rice paper wrapper, soaked in water"
1337,"Rice, brown, boiled, no added salt"
1338,"Rice, brown, uncooked"
1339,"Rice, white, boiled or rice cooker, no added salt"
1340,"Rice, white, fried with bacon or ham, egg, prawns & vegetables"
1341,"Rice, white, purchased as 'instant', microwaved"
1342,"Rice, white, uncooked"
1343,"Rice, wild, boiled, no added salt"
1344,"Rice, wild, uncooked"
1345,"Rocket, fresh, raw"
1346,"Rosemary, dried"
1347,"Rosemary, fresh, raw"
1348,"Rye, grain, whole, uncooked"
1349,"Rye, rolled, uncooked"
1350,"Sage, dried"
1351,"Salami, all varieties, raw"
1352,"Salami, danish"
1353,"Salami, hungarian"
1354,"Salami, mettwurst"
1355,"Salami, milano"
1356,"Salami, pepperoni"
1357,"Salmon, Atlantic, fillet, grilled, no added fat"
1358,"Salmon, Atlantic, fillet, raw"
1359,"Salmon, Atlantic, fillet, steamed, no added fat"
1360,"Salmon, flavoured, canned, undrained"
1361,"Salmon, Pacific King, fillet, skinless, grilled, no added fat"
1362,"Salmon, Pacific King, fillet, skinless, raw"
1363,"Salmon, Pacific King, fillet, steamed, no added fat"
1364,"Salmon, pink, canned in brine, drained"
1365,"Salmon, red, canned in brine, drained"
1366,"Salmon, smoked, sliced"
1367,"Salt substitute, potassium chloride"
1368,"Salt, table, iodised"
1369,"Salt, table, non-iodised"
1370,"Sardine, Australian, whole, fried, no added fat"
1371,"Sardine, Australian, whole, raw"
1372,"Sauce, barbecue, commercial"
1373,"Sauce, butter chicken, commercial"
1375,"Sauce, cranberry, commercial"
1376,"Sauce, fish, commercial"
1377,"Sauce, hoi sin (hoisin), commercial"
1378,"Sauce, oyster, commercial"
1379,"Sauce, pasta or simmer, commercial, low fat"
1380,"Sauce, pasta, basil pesto, commercial"
1381,"Sauce, pasta, bolognese, homemade using beef mince & commercial tomato based sauce"
1382,"Sauce, pasta, bolognese, homemade using beef mince & homemade tomato based sauce"
1383,"Sauce, pasta, cheese or cream-based, commercial"
1384,"Sauce, pasta, tomato-based, commercial, heated"
1385,"Sauce, plum, commercial"
1386,"Sauce, rogan josh, commercial"
1387,"Sauce, salsa, tomato-based, commercial"
1388,"Sauce, simmer for chicken, commercial"
1389,"Sauce, simmer, curry flavoured, commercial"
1390,"Sauce, soy, commercial"
1391,"Sauce, soy, commercial, reduced salt"
1392,"Sauce, tabasco, commercial"
1393,"Sauce, tomato, commercial"
1394,"Sauce, tomato, commercial, reduced salt"
1395,"Sauce, white, savoury, homemade"
1396,"Sauce, Worcestershire, commercial"
1397,"Sausage roll, commercial, ready to eat"
1398,"Sausage roll, purchased frozen, baked"
1399,"Sausage, beef, fried, no added fat"
1400,"Sausage, beef, grilled, no added fat"
1401,"Sausage, beef, raw"
1402,"Sausage, chicken, flavoured, fried, no added fat"
1403,"Sausage, chicken, plain, fried, no added fat"
1404,"Sausage, chorizo, fried, no added fat"
1405,"Sausage, chorizo, uncooked"
1406,"Sausage, lamb, flavoured, fried, no added fat"
1407,"Sausage, lamb, plain, fried, no added fat"
1408,"Sausage, pork, fried, no added fat"
1409,"Sausage, vegetarian style, added Fe, Zn and vitamin B12, raw"
1410,"Sausage, vegetarian style, fried, no added fat"
1411,"Sausage, vegetarian style, unfortified, raw"
1412,"Sausages & vegetables, canned"
1413,"Scallop, fried, no added fat"
1414,"Scallop, raw"
1415,"Scone, fruit, commercial"
1416,"Scone, plain, commercial"
1417,"Scone, plain, homemade"
1418,"Scone, pumpkin, homemade"
1419,"Seaweed, boiled, drained"
1420,"Seaweed, nori, dried"
1421,"Seed, chia, dried"
1422,"Seed, linseed or flaxseed"
1423,"Seed, poppy"
1424,"Seed, pumpkin, hulled & dried"
1425,"Seed, sunflower"
1426,"Semolina, boiled, no added fat or salt"
1427,"Semolina, uncooked"
1428,"Shallot, peeled, fresh, fried, no added fat"
1429,"Shallot, peeled, fresh, raw"
1430,"Shark, battered, deep-fried, takeaway outlet"
1431,"Shark, fillet, without skin, baked, no added fat"
1432,"Shark, fillet, without skin, raw"
1433,"Shark, fillet, without skin, steamed, no added fat"
1434,"Silver perch, aquacultured, baked, no added fat"
1435,"Silver perch, aquacultured, raw"
1436,"Silver perch, aquacultured, steamed, no added fat"
1437,"Silverbeet, fresh, boiled, drained"
1438,"Silverbeet, fresh, raw"
1439,"Slice, brownie, chocolate, with nuts, homemade"
1440,"Slice, brownie, chocolate, without nuts, commercial"
1441,"Slice, caramel"
1442,"Snack, grain based, extruded, flavoured"
1443,"Snapper, fillet, baked, no added fat"
1444,"Snapper, fillet, raw"
1445,"Snapper, fillet, steamed, no added fat"
1446,"Snow pea, fresh, boiled, drained"
1447,"Snow pea, fresh, fried, no added fat"
1448,"Snow pea, fresh, raw"
1449,"Soft drink, cola flavour"
1450,"Soft drink, cola flavour, decaffeinated"
1451,"Soft drink, cola flavour, intense sweetened or diet"
1452,"Soft drink, cola flavour, intense sweetened or diet, decaffeinated"
1453,"Soft drink, energy drink, Red Bull"
1454,"Soft drink, energy drink, V"
1455,"Soft drink, fruit flavours"
1456,"Soft drink, fruit flavours, intense sweetened or diet"
1457,"Soft drink, tonic water"
1458,"Soft drink, tonic water, intense sweetened or diet"
1459,"Sorghum, grain, uncooked"
1460,"Soup, broth style, with meat & noodles, instant dry mix"
1461,"Soup, broth style, with meat, instant dry mix"
1462,"Soup, chicken & noodle, cup of soup, prepared from instant dry mix with water"
1463,"Soup, cream variety, instant dry mix"
1465,"Soup, vegetable & noodle, instant dry mix"
1466,"Soup, vegetable, instant dry mix"
1467,"Soy beverage, reduced fat (1% fat), added Ca & vitamins A, B1, B2 & B12"
1468,"Soy beverage, regular fat (3% fat), added Ca"
1469,"Soy beverage, regular fat (3% fat), added Ca & vitamins A, B1, B2 & B12"
1470,"Soy beverage, regular fat (3% fat), unfortified"
1471,"Spaghetti in tomato & cheese sauce, canned"
1472,"Spaghetti in tomato & cheese sauce, canned, reduced salt"
1473,"Meat, processed, canned - SPAM"
1474,"Spelt, boiled, no added fat or salt"
1475,"Spelt, uncooked"
1476,"Spinach, baby, fresh, raw"
1477,"Spinach, Mature English, fresh, boiled, drained"
1478,"Spinach, Mature English, fresh, raw"
1479,"Spinach, water, fresh, raw"
1480,"Sprat, blue, wild caught, flesh, skin & bones, fried, no added fat"
1481,"Sprat, blue, wild caught, flesh, skin & bones, raw"
1482,"Spread, hazelnut & chocolate flavoured"
1484,"Spread, yeast, marmite"
1485,"Spread, yeast, vegemite"
1486,"Spring roll, meat & vegetable filling, commercial, deep fried"
1487,"Sprout, alfalfa, fresh, raw"
1488,"Sprout, bean, fresh, raw"
1489,"Squash, button, fresh, boiled, drained"
1490,"Squash, button, fresh, raw"
1491,"Squash, scallopini, fresh, boiled, drained"
1492,"Squash, scallopini, fresh, raw"
1493,"Squid or calamari, fried, no added fat"
1494,"Squid or calamari, raw"
1495,"Starch, potato"
1496,"Steak & vegetables, canned"
1497,"Stock, dry powder or cube"
1498,"Strawberry, canned in syrup"
1499,"Strawberry, canned in syrup, drained"
1500,"Strawberry, canned in syrup, syrup only"
1501,"Strawberry, purchased frozen"
1502,"Strawberry, raw"
1503,"Sugar, brown"
1504,"Sugar, raw"
1505,"Sugar, white, granulated or lump"
1506,"Sugar, white, icing"
1507,"Sugar, white, icing mixture"
1508,Sultana
1509,"Swede, peeled, fresh, boiled, drained"
1510,"Swede, peeled, fresh, raw"
1511,"Sweet potato, orange flesh, peeled, fresh, baked, no added fat"
1512,"Sweet potato, orange flesh, peeled, fresh, boiled, drained"
1513,"Sweet potato, orange flesh, peeled, fresh, raw"
1514,"Syrup, golden"
1515,"Syrup, maple, pure"
1516,"Taco seasoning mix, chilli-based"
1517,"Taco shell, from corn flour, plain"
1518,"Tahini, sesame seed pulp"
1519,"Tamarillo, peeled, raw"
1520,"Tamarind, paste, pure"
1521,"Tangelo, peeled, raw"
1522,"Tangerine or tangor, peeled, raw"
1523,"Tapioca, pearl or seed style, boiled, no added fat or salt"
1524,"Tapioca, pearl or seed style, uncooked"
1525,"Taro, peeled, fresh, boiled, drained"
1526,"Taro, peeled, fresh, raw"
1527,"Tart, custard, commercial"
1528,"Tea, decaffeinated, black, brewed from leaf or teabags, without milk"
1529,"Tea, green, plain, without milk"
1530,"Tea, regular, black, brewed from leaf or teabags, without milk"
1531,"Thyme, dried, ground"
1532,"Tilapia, fillet, baked, no added fat"
1533,"Tilapia, fillet, raw"
1534,"Tilapia, fillet, steamed, no added fat"
1535,"Tofu (soy bean curd), firm, as purchased"
1536,"Tomato, cherry, raw (9.3g per ovoid)"
1537,"Tomato, common, raw"
1538,"Tomato, paste, no added salt"
1539,"Tomato, paste, with added salt"
1540,"Tomato, puree, commercial"
1541,"Tomato, roma, raw"
1542,"Tomato, sundried"
1543,"Tomato, whole, canned in tomato juice, drained"
1544,"Tomato, whole, canned in tomato juice, undrained"
1546,"Triticale, grain, uncooked"
1547,"Trout, ocean, aquacultured, fillet, without skin, baked, no added fat"
1548,"Trout, ocean, aquacultured, fillet, without skin, raw"
1549,"Trout, ocean, aquacultured, fillet, without skin, steamed, no added fat"
1550,"Trout, rainbow, aquacultured, baked, no added fat"
1551,"Trout, rainbow, aquacultured, raw"
1552,"Trout, rainbow, aquacultured, steamed, no added fat"
1553,"Tuna, canned in brine, drained"
1554,"Tuna, flavoured, canned in oil, drained"
1556,"Tuna, yellowfin, flesh, baked, no added fat"
1557,"Tuna, yellowfin, flesh, raw"
1558,"Tuna, yellowfin, flesh, steamed, no added fat"
1559,"Turkey, breast, lean flesh, baked, no added fat"
1560,"Turkey, breast, lean flesh, raw"
1561,"Turkey, breast, lean flesh, skin & fat, baked, no added fat"
1562,"Turkey, breast, lean flesh, skin & fat, raw"
1563,"Turkey, hindquarter, lean flesh, baked, no added fat"
1564,"Turkey, hindquarter, lean flesh, raw"
1565,"Turkey, hindquarter, lean flesh, skin & fat, baked, no added fat"
1566,"Turkey, hindquarter, lean flesh, skin & fat, raw"
1567,"Turmeric, dried, ground"
1568,"Turnip, white, peeled, fresh, boiled, no added fat"
1569,"Turnip, white, peeled, fresh, raw"
1570,Vanilla bean extract
1571,"Vanilla, artificial or imitation"
1572,"Veal, all cuts, separable fat, cooked"
1573,"Veal, all cuts, separable fat, raw"
1574,"Veal, boneless dice or strips, lean, raw"
1575,"Veal, boneless dice or strips, lean, stir-fried, no added fat"
1576,"Veal, boneless dice or strips, untrimmed, raw"
1577,"Veal, boneless dice or strips, untrimmed, stir-fried, no added fat"
1578,"Veal, cutlet, with bone, lean, grilled, no added fat"
1579,"Veal, cutlet, with bone, lean, raw"
1580,"Veal, cutlet, with bone, semi-trimmed, grilled, no added fat"
1581,"Veal, cutlet, with bone, semi-trimmed, raw"
1582,"Veal, cutlet, with bone, untrimmed, grilled, no added fat"
1583,"Veal, cutlet, with bone, untrimmed, raw"
1584,"Veal, diced, lean, raw"
1585,"Veal, diced, lean, stir-fried, no added fat"
1586,"Veal, diced, untrimmed, raw"
1587,"Veal, diced, untrimmed, stir-fried, no added fat"
1588,"Veal, steak, boneless, leg, lean, grilled, no added fat"
1589,"Veal, steak, boneless, leg, lean, raw"
1590,"Veal, steak, boneless, leg, untrimmed, grilled, no added fat"
1591,"Veal, steak, boneless, leg, untrimmed, raw"
1592,"Veal, stir-fry strips, lean, raw"
1593,"Veal, stir-fry strips, lean, stir-fried, no added fat"
1594,"Veal, stir-fry strips, untrimmed, raw"
1595,"Veal, stir-fry strips, untrimmed, stir-fried, no added fat"
1596,"Vegetable crisps or chips, sweet potato & taro, flavoured"
1598,"Vine leaf, grape, canned"
1599,Vinegar (except balsamic vinegar)
1600,"Water chestnut, peeled, canned, drained"
1601,"Water, bottled, still"
1602,"Water, coconut, commercial"
1603,"Water, soda"
1604,"Water, tap"
1605,"Watercress, raw"
1606,"Wattle seed (acacia), ground"
1607,"Wax jambu, raw"
1608,"Wheat bran, unprocessed, uncooked"
1609,Wheat germ
1610,"Wheat, whole, uncooked"
1611,"Whiting, King George, flesh, baked, no added fat"
1612,"Whiting, King George, flesh, raw"
1613,"Whiting, King George, flesh, steamed, no added fat"
1614,"Wine, fortified, port"
1615,"Wine, fortified, sherry, dry style (approximately 1% sugars)"
1616,"Wine, fortified, sherry, sweet style (approximately 11% sugars)"
1617,"Wine, red"
1618,"Wine, red, cabernet sauvignon"
1619,"Wine, red, cooked"
1620,"Wine, red, merlot"
1621,"Wine, red, pinot noir"
1622,"Wine, red, shiraz"
1623,"Wine, red, sparkling"
1624,"Wine, rose"
1625,"Wine, white"
1626,"Wine, white, chardonnay"
1627,"Wine, white, cooked"
1628,"Wine, white, riesling"
1629,"Wine, white, sauvignon blanc"
1630,"Wine, white, semillon"
1631,"Wine, white, sparkling"
1632,"Wine, white, sweet dessert style"
1633,"Yam, wild harvested, cooked"
1634,"Yeast, dry powder"
1635,"Yoghurt, almond based, flavoured"
1636,"Yoghurt, apricot pieces or flavoured, regular fat (3% fat)"
1637,"Yoghurt, coconut based, flavoured"
1638,"Yoghurt, flavoured, high fat (approx 5%)"
1639,"Yoghurt, flavoured, low fat (0.2%), intense sweetened, increased protein"
1640,"Yoghurt, flavoured, low fat (approx 2%)"
1641,"Yoghurt, natural, regular fat (3% fat)"
1642,"Yoghurt, soy based, berry flavoured, regular fat (3% fat)"
1643,"Yoghurt, soy based, vanilla flavoured, reduced fat (1% fat)"
1644,"Yoghurt, strawberry pieces or flavoured, regular fat (3% fat)"
1645,"Yoghurt, vanilla flavoured, (2% fat)"
1646,"Yoghurt, vanilla flavoured, low fat (less than 0.5% fat)"
1647,"Zucchini, golden, fresh, unpeeled, boiled, drained"
1648,"Zucchini, golden, fresh, unpeeled, fried, no added fat"
1649,"Zucchini, golden, fresh, unpeeled, raw"
1650,"Zucchini, green skin, fresh, unpeeled, boiled, drained"
1651,"Zucchini, green skin, fresh, unpeeled, fried, no added fat"
1652,"Zucchini, green skin, fresh, unpeeled, raw"
1653,"Alcoholic beverage, spirit, approximately 30% v/v, all (Brandy, Gin, Rum, Vodka and Whisky), cooked mL"
1654,"Alcoholic beverage, spirit, approximately 40% v/v, all (Brandy, Gin, Rum, Vodka and Whisky) mL"
1655,"Almond beverage, added sugar & Ca mL"
1656,"Almond beverage, added sugar & vitamins B1, B2 & B12 & Ca mL"
1657,"Almond beverage, no added sugar, added Ca mL"
1658,"Almond beverage, no added sugar, unfortified mL"
1659,"Apricot, canned in pear juice, juice only mL"
1660,"Beer, full strength (alcohol 4-4.9% v/v) mL"
1661,"Beer, full strength (alcohol 4-4.9% v/v), carbohydrate modified mL"
1662,"Beer, high alcohol (5% v/v & above) mL"
1663,"Beer, light (alcohol 1-2.9% v/v) mL"
1664,"Beer, mid-strength (alcohol 3-3.9% v/v) mL"
1665,"Beverage, chocolate flavour, from drinking chocolate, with regular fat cows milk mL"
1666,"Beverage, chocolate flavour, from Milo powder, with regular fat cows milk mL"
1667,"Breakfast cereal, beverage, non-chocolate flavours, added vitamins A, B1, B2, B3, B6, B12, C & folate & Ca mL"
1668,"Cherry, black, canned in syrup, syrup only mL"
1669,"Cider, apple (alcohol approximately 4-5% v/v) mL"
1670,"Coconut beverage, added Ca mL"
1671,"Coconut beverage, unfortified mL"
1672,"Coconut, cream, regular fat mL"
1673,"Coconut, fresh, mature, water or juice mL"
1674,"Coconut, fresh, young or immature, water or juice mL"
1675,"Coconut, milk, canned, reduced fat mL"
1676,"Coconut, milk, canned, regular fat mL"
1677,"Coffee, black, from instant coffee powder mL"
1678,"Coffee, black, from instant coffee powder, decaffeinated mL"
1679,"Coffee, espresso, from ground coffee beans mL"
1680,"Coffee, flat white/latte/cappuccino, from ground coffee beans, with regular fat cows milk mL"
1681,"Coffee, long black, from ground coffee beans mL"
1682,"Coffee, prepared from coffee mix with sugar & whitener, no added milk mL"
1683,"Cordial base, 25% citrus fruit juice, regular mL"
1684,"Cordial base, 40% citrus fruit juice, regular mL"
1685,"Cordial base, blackcurrant juice, regular mL"
1686,"Cordial, 25% citrus fruit juice, regular, recommended dilution mL"
1687,"Cordial, 40% citrus fruit juice, regular, recommended dilution mL"
1688,"Cordial, blackcurrant juice, regular, recommended dilution mL"
1689,"Cream, imitation (non-dairy) mL"
1690,"Cream, sour, light (approximately 18% fat) mL"
1691,"Cream, sour, regular fat mL"
1692,"Cream, thickened, regular fat (approximately 35%) mL"
1693,"Custard, vanilla, prepared from dry mix mL"
1694,"Custard, vanilla, regular fat mL"
1695,"Dairy or yoghurt dessert, chocolate, regular fat mL"
1696,"Dip, hummus, commercial mL"
1697,"Dressing, French or Italian, regular fat, commercial mL"
1698,"Dressing, thousand island, regular fat, commercial mL"
1699,"Fruit drink, apple juice mL"
1700,"Fruit drink, cranberry mL"
1701,"Fruit drink, orange juice mL"
1702,"Fruit salad, canned in fruit juice, juice only mL"
1703,"Glucose, liquid or syrup mL"
1704,"Gravy, prepared from dry powder with water mL"
1705,Honey mL
1706,"Ice cream, vanilla flavour, premium or rich (~15% fat) mL"
1707,"Ice cream, vanilla flavour, regular fat mL"
1708,"Juice, apple & blackcurrant, commercial mL"
1709,"Juice, apple, commercial, added vitamin C mL"
1710,"Juice, lemon mL"
1711,"Juice, lime mL"
1712,"Juice, orange & mango, commercial mL"
1713,"Juice, orange, commercial mL"
1714,"Kombucha, flavoured, added juice or intense sweeteners mL"
1715,"Mandarin, canned in syrup, syrup only mL"
1716,"Mayonnaise, low fat, commercial mL"
1717,"Mayonnaise, traditional (greater than 65% fat), commercial mL"
1718,"Milk, cow, canned, evaporated, reduced fat (approximately 2% fat) mL"
1719,"Milk, cow, canned, evaporated, regular mL"
1720,"Milk, cow, canned, sweetened, condensed, regular mL"
1721,"Milk, cow, fluid, flavoured, chocolate, reduced fat mL"
1722,"Milk, cow, fluid, lactose free, reduced fat (1% fat) mL"
1723,"Milk, cow, fluid, lactose free, regular fat (3.5% fat) mL"
1724,"Milk, cow, fluid, reduced fat (1% fat) mL"
1725,"Milk, cow, fluid, reduced fat (1.5% fat), added omega 3 polyunsaturates mL"
1726,"Milk, cow, fluid, regular fat (3.5% fat) mL"
1727,"Milk, cow, fluid, regular fat (3.5% fat), added omega 3 polyunsaturates mL"
1728,"Milk, cow, fluid, skim (0.15% fat) mL"
1729,"Milk, cow, fluid, skim (0.15% fat), added milk solids mL"
1730,"Milk, human/breast, mature, fluid mL"
1731,"Mineral water, citrus flavoured mL"
1732,"Mineral water, natural, unflavoured mL"
1733,"Mustard, cream style mL"
1734,"Oat beverage, fluid, added calcium mL"
1735,"Oat beverage, fluid, unfortified mL"
1736,"Oil, almond mL"
1737,"Oil, blend of monounsaturated vegetable oils mL"
1738,"Oil, blend of polyunsaturated vegetable oils mL"
1739,"Oil, canola mL"
1740,"Oil, copha mL"
1741,"Oil, cottonseed mL"
1742,"Oil, grapeseed mL"
1743,"Oil, linseed or flaxseed mL"
1744,"Oil, macadamia mL"
1745,"Oil, mustard seed mL"
1746,"Oil, olive mL"
1747,"Oil, palm mL"
1748,"Oil, peanut mL"
1749,"Oil, rice bran mL"
1750,"Oil, soybean mL"
1751,"Oil, sunflower mL"
1752,"Oil, vegetable mL"
1753,"Peach, canned in pear juice, juice only mL"
1754,"Pear, canned in pear juice, juice only mL"
1755,"Pineapple, canned in pineapple juice, juice only mL"
1756,"Pineapple, canned in syrup, syrup only mL"
1757,"Plum, dark, canned in syrup, syrup only mL"
1758,"Protein powder, whey based, protein >70%, unfortified, prepared with water mL"
1759,"Raspberry, canned in syrup, syrup only mL"
1760,"Rice beverage, fluid, added calcium mL"
1761,"Sauce, barbecue, commercial mL"
1762,"Sauce, butter chicken, commercial mL"
1763,"Sauce, cranberry, commercial mL"
1764,"Sauce, fish, commercial mL"
1765,"Sauce, hoi sin (hoisin), commercial mL"
1766,"Sauce, oyster, commercial mL"
1767,"Sauce, pasta or simmer, commercial, low fat mL"
1768,"Sauce, pasta, basil pesto, commercial mL"
1769,"Sauce, pasta, cheese or cream-based, commercial mL"
1770,"Sauce, pasta, tomato-based, commercial, heated mL"
1771,"Sauce, plum, commercial mL"
1772,"Sauce, rogan josh, commercial mL"
1773,"Sauce, salsa, tomato-based, commercial mL"
1774,"Sauce, simmer for chicken, commercial mL"
1775,"Sauce, simmer, curry flavoured, commercial mL"
